Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
8/31/2017,32064,FL,,Suwannee,Live Oak,9171,1000,0.001001001,0.003009027,0.015228426,1634
8/31/2017,94925,CA,San Francisco,Marin,Corte Madera,9172,4927,0.019027921,0.048744146,0.041869317,3361
8/31/2017,7607,NJ,New York,Bergen,Maywood,9173,2271,0,0.006202924,-0.061182307,2814
8/31/2017,55439,MN,Minneapolis-St Paul,Hennepin,Edina,9174,2512,0.004398241,0.033744856,0.032470201,3652
8/31/2017,8322,NJ,Philadelphia,Gloucester,Franklin Township,9175,1627,0.008679479,0.025851198,-0.025748503,3671
8/31/2017,4444,ME,Bangor,Penobscot,Town of Hampden,9176,1445,0.004169562,0.047101449,0.108979279,3616
8/31/2017,29040,SC,Sumter,Sumter,Dalzell,9177,892,-0.001119821,-0.006681514,0.02293578,3945
8/31/2017,61036,IL,,Jo Daviess,Galena,9178,1395,0.005043228,0.016763848,-0.03125,4241
8/31/2017,8022,NJ,Philadelphia,Burlington,Mansfield,9179,1957,0.001535312,0.005136107,-0.044899951,3733
8/31/2017,57719,SD,Rapid City,Pennington,Box Elder,9180,1344,0.001490313,-0.011764706,0.018181818,1565
8/31/2017,60119,IL,Chicago,Kane,Elburn,9181,2032,0.010945274,0.013972056,0.022647207,3649
8/31/2017,45327,OH,Dayton,Montgomery,Germantown,9182,1206,0.010896899,0.018581081,0.007518797,3274
8/31/2017,75785,TX,Jacksonville,Cherokee,Rusk,9183,1118,0,0.009025271,-0.041988003,1351
8/31/2017,10069,NY,New York,New York,New York,9184,5851,0.001883562,0.00723016,-0.034647748,2537
8/31/2017,13078,NY,Syracuse,Onondaga,De Witt,9185,1951,-0.011651469,-0.002556237,-0.000512295,2963
8/31/2017,35127,AL,Birmingham,Jefferson,Pleasant Grove,9186,1060,-0.003759398,0.011450382,-0.01119403,3996
8/31/2017,77625,TX,Beaumont,Hardin,Kountze,9187,1228,-0.005668016,-0.008077544,-0.03610675,2256
8/31/2017,10709,NY,New York,Westchester,Eastchester,9188,3923,-0.001527106,-0.009343434,-0.037536801,2644
8/31/2017,27017,NC,Mount Airy,Surry,Dobson,9189,967,0.005197505,0.007291667,-0.05842259,843
8/31/2017,68007,NE,Omaha,Douglas,Bennington,9190,1618,0.024699177,0.075083056,0.025998732,5427
8/31/2017,21629,MD,,Caroline,Denton,9191,1458,-0.004098361,-0.007488087,-0.011525424,4219
8/31/2017,36107,AL,Montgomery,Montgomery,Montgomery,9192,691,0.002902758,0,-0.03085554,4055
8/31/2017,45157,OH,Cincinnati,Clermont,New Richmond,9193,1384,0.001447178,0.010218978,0.022912047,2983
8/31/2017,23024,VA,,Louisa,Bumpass,9194,1408,0.002135231,-0.000709723,-0.020862309,4253
8/31/2017,3824,NH,Boston,Strafford,Town of Durham,9195,2163,0.021246459,0.041405874,0.047457627,2350
8/31/2017,95642,CA,,Amador,Jackson,9196,1638,0.011111111,0.018656716,0.029541169,2568
8/31/2017,7716,NJ,New York,Monmouth,Atlantic Highlands,9197,2408,0.005008347,0.019043589,0.036590616,3194
8/31/2017,28754,NC,Asheville,Madison,Mars Hill,9198,1200,0.002506266,0.0041841,-0.025974026,2193
8/31/2017,90716,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Hawaiian Gardens,9199,2087,0,0.006268081,0.058853374,2304
8/31/2017,17551,PA,Lancaster,Lancaster,Millersville,9200,1231,-0.000811688,0.004078303,0.017355372,2901
8/31/2017,26070,WV,Weirton,Brooke,Wellsburg,9201,759,-0.01171875,-0.018111255,-0.010430248,3138
8/31/2017,45693,OH,,Adams,West Union,9202,877,0.006888634,0.020954598,-0.027716186,1722
8/31/2017,44307,OH,Akron,Summit,Akron,9203,683,0.005891016,0.016369048,0.007374631,2658
8/31/2017,2675,MA,Cape Cod,Barnstable,Yarmouth,9204,1892,0.002649709,0.011223944,0.022150189,4312
8/31/2017,74857,OK,Oklahoma City,Oklahoma,Oklahoma City,9205,1102,-0.008992806,-0.006311993,0.065764023,4155
8/31/2017,8071,NJ,Philadelphia,Gloucester,Pitman,9206,1785,-0.001119194,0.001121705,0.043859649,3345
8/31/2017,17866,PA,Sunbury,Northumberland,Edgewood,9207,852,0.003533569,-0.011600928,-0.083870968,4424
8/31/2017,86040,AZ,Flagstaff,Coconino,Page,9208,1594,-0.002503129,-0.039180229,-0.036275695,766
8/31/2017,8086,NJ,Philadelphia,Gloucester,West Deptford Township,9209,1749,-0.001712329,0.006329114,0.039215686,2848
8/31/2017,10536,NY,New York,Westchester,Town of Bedford,9210,3444,-0.016281063,-0.0726979,-0.14200299,3521
8/31/2017,13036,NY,Syracuse,Oswego,Central Square,9211,1343,0.009774436,0.012057272,-0.046164773,2478
8/31/2017,13152,NY,Syracuse,Onondaga,Town of Skaneateles,9212,2294,-0.001306051,0.059584296,0.131163708,3327
8/31/2017,7034,NJ,New York,Morris,Parsippany-Troy Hills Township,9213,2200,0.002734731,-0.001814882,-0.01741849,2665
8/31/2017,33070,FL,Key West,Monroe,Tavernier,9214,2739,-0.011191336,-0.02248394,-0.054539178,3480
8/31/2017,13904,NY,Binghamton,Broome,Binghamton,9215,972,-0.010183299,-0.033797217,0.017801047,2872
8/31/2017,19933,DE,Salisbury,Sussex,Bridgeville,9216,1225,-0.004874086,-0.005681818,-0.027777778,2417
8/31/2017,48429,MI,Owosso,Shiawassee,Durand,9217,948,-0.003154574,-0.002105263,0.02708559,3447
8/31/2017,8502,NJ,New York,Somerset,Montgomery Township,9218,2947,0.008210742,0.0243309,-0.05696,3051
8/31/2017,24230,VA,Big Stone Gap,Wise,Coeburn,9219,901,0.012359551,0.008958567,-0.014223195,960
8/31/2017,15417,PA,Pittsburgh,Fayette,Brownsville Township,9220,798,0.013977128,0.01656051,-0.032727273,3725
8/31/2017,95315,CA,Merced,Merced,Delhi,9221,1237,0.008149959,0.029118136,0.081293706,2707
8/31/2017,13642,NY,Ogdensburg,Saint Lawrence,Town of Gouverneur,9222,1134,-0.004389816,0.016129032,-0.094249201,2465
8/31/2017,7063,NJ,New York,Union,Plainfield,9223,1944,-0.0126968,-0.03666997,-0.003076923,3602
8/31/2017,72916,AR,Fort Smith,Sebastian,Fort Smith,9224,1304,-0.003058104,-0.016591252,-0.055072464,2894
8/31/2017,30622,GA,Athens,Clarke,Bogart,9225,1567,-0.001910828,-0.006341154,0.031599737,3589
8/31/2017,95640,CA,,Amador,Ione,9226,1596,0.005671078,0.012048193,0.036363636,2688
8/31/2017,71251,LA,,Jackson,Jonesboro,9227,957,0.011627907,0.013771186,-0.153097345,1597
8/31/2017,44303,OH,Akron,Summit,Akron,9228,1182,-0.007556675,-0.027160494,-0.019900498,2547
8/31/2017,37347,TN,Chattanooga,Marion,Jasper,9229,1084,0.007434944,0.020715631,0.044315992,2894
8/31/2017,75442,TX,Dallas-Fort Worth,Collin,Farmersville,9230,1548,-0.000645578,-0.003219575,-0.000645578,2586
8/31/2017,18708,PA,Scranton,Luzerne,Shavertown,9231,1279,0.007086614,0.0232,0,3361
8/31/2017,54923,WI,,Green Lake,Berlin,9232,943,-0.002116402,0.009635974,0.051282051,3083
8/31/2017,63012,MO,St. Louis,Jefferson,Barnhart,9233,1246,0.00483871,0.032311516,0.055932203,3863
8/31/2017,1069,MA,Springfield,Hampden,Town of Palmer,9234,1378,0.002911208,0.01026393,-0.02407932,3346
8/31/2017,95386,CA,Modesto,Stanislaus,Waterford,9235,1348,0.005970149,0.029007634,0.058915947,2253
8/31/2017,78643,TX,,Llano,Llano,9236,1348,0.003723008,0.011252813,-0.011005136,1898
8/31/2017,17363,PA,York,York,Hopewell Township,9237,1468,-0.016744809,-0.022636485,0.03745583,3067
8/31/2017,2341,MA,Boston,Plymouth,Town of Hanson,9238,1970,-0.011540391,-0.026679842,-0.03714565,3368
8/31/2017,24416,VA,,Buena Vista City,Buena Vista,9239,949,0.00529661,0.008501594,0.004232804,3065
8/31/2017,80125,CO,Denver,Douglas,Roxborough Park,9240,2363,-0.000845666,0.001695634,0.005531915,3884
8/31/2017,21219,MD,Baltimore,Baltimore,Edgemere,9241,1648,-0.001212121,-0.007228916,0.020433437,3761
8/31/2017,86351,AZ,Prescott,Yavapai,Sedona,9242,1809,-0.004402862,-0.019512195,0.003884573,4083
8/31/2017,55011,MN,Minneapolis-St Paul,Anoka,East Bethel,9243,1661,-0.001202646,0.009113001,0.060664112,3673
8/31/2017,22611,VA,Washington,Clarke,Berryville,9244,1688,0,-0.005303477,-0.000592066,2599
8/31/2017,60081,IL,Chicago,McHenry,Spring Grove,9245,1933,0,0.01363398,0.084127874,3826
8/31/2017,90248,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,9246,2551,0.003540519,0.016334661,0.0563147,2644
8/31/2017,76446,TX,Stephenville,Erath,Dublin,9247,1148,0,0.00525394,-0.006920415,1504
8/31/2017,58072,ND,,Barnes,Valley City,9248,943,0.002125399,0.050111359,0.095238095,2114
8/31/2017,22815,VA,Harrisonburg,Rockingham,Broadway,9249,1089,0.023496241,0.062439024,0.057281553,2501
8/31/2017,39154,MS,Jackson,Hinds,Raymond,9250,1365,0.018656716,0.086783439,0.056501548,2585
8/31/2017,97370,OR,Corvallis,Benton,Philomath,9251,1598,-0.003119152,-0.002496879,0.079000675,2750
8/31/2017,30740,GA,Dalton,Whitfield,Rocky Face,9252,1134,0.00621118,0.022542831,0.038461538,2840
8/31/2017,16214,PA,,Clarion,Clarion Township,9253,995,-0.010934394,-0.04784689,-0.058656575,1856
8/31/2017,19081,PA,Philadelphia,Delaware,Swarthmore,9254,1826,-0.019334049,-0.030785563,-0.014570966,3330
8/31/2017,35207,AL,Birmingham,Jefferson,Birmingham,9255,695,-0.001436782,-0.007142857,-0.022503516,3748
8/31/2017,70345,LA,Houma,Lafourche,Cut Off,9256,1129,-0.000884956,0.009838998,-0.041595925,2911
8/31/2017,95988,CA,,Glenn,Willows,9257,1287,0.003117693,0.019809826,0.044642857,2391
8/31/2017,12803,NY,Albany,Saratoga,Moreau,9258,1454,-0.002059025,-0.008861622,-0.008185539,2662
8/31/2017,45176,OH,Cincinnati,Clermont,Williamsburg,9259,1233,0.000811688,0.020695364,0.044030483,2495
8/31/2017,15024,PA,Pittsburgh,Allegheny,Indiana Township,9260,1134,-0.004389816,0.005319149,-0.038167939,3352
8/31/2017,44216,OH,Akron,Summit,New Franklin,9261,1215,0,0.001648805,-0.029552716,3503
8/31/2017,74015,OK,Tulsa,Rogers,Catoosa,9262,1169,-0.000854701,-0.01516428,-0.01183432,1973
8/31/2017,71463,LA,,Allen,Oakdale,9263,908,0.007769145,0.001102536,-0.109803922,1403
8/31/2017,71101,LA,Shreveport,Caddo,Shreveport,9264,652,0.010852713,0.025157233,-0.055072464,2387
8/31/2017,79404,TX,Lubbock,Lubbock,Lubbock,9265,821,-0.002430134,-0.017942584,-0.057405281,3094
8/31/2017,30817,GA,Augusta,Lincoln,Lincolnton,9266,1120,0.005385996,0.009009009,0.034164358,1968
8/31/2017,48444,MI,Detroit,Lapeer,Imlay City,9267,1127,0.02175884,0.01440144,0.060206961,2992
8/31/2017,29172,SC,Columbia,Lexington,Pineridge,9268,997,0,0.016309888,0.055026455,1227
8/31/2017,37701,TN,Knoxville,Blount,Alcoa,9269,953,0.006335797,0.040393013,0.008465608,3582
8/31/2017,48074,MI,Detroit,Saint Clair,Smiths Creek,9270,1056,-0.010309278,-0.067961165,-0.032967033,3824
8/31/2017,1432,MA,Boston,Middlesex,Town of Ayer,9271,2111,-0.000473485,-0.003305005,0.02775073,2543
8/31/2017,6906,CT,Stamford,Fairfield,Stamford,9272,2432,0.000823045,0.007456504,0.018852116,3083
8/31/2017,12159,NY,Albany,Albany,Slingerlands,9273,2375,-0.007936508,-0.043495771,0.026361279,2577
8/31/2017,30230,GA,LaGrange,Troup,Hogansville,9274,835,0.004813478,0.022031824,0.012121212,3236
8/31/2017,17540,PA,Lancaster,Lancaster,Leacock-Leola-Bareville,9275,1144,-0.006081668,-0.008665511,-0.000873362,2623
8/31/2017,50644,IA,,Buchanan,Independence,9276,978,-0.007106599,-0.011122346,-0.006097561,3336
8/31/2017,29160,SC,Columbia,Lexington,Swansea,9277,864,-0.006896552,0.001158749,-0.018181818,2184
8/31/2017,48617,MI,,Clare,Clare,9278,892,-0.004464286,0,-0.011086475,2714
8/31/2017,37385,TN,,Monroe,Tellico Plains,9279,1076,0.005607477,0.020872865,0.038610039,3131
8/31/2017,15062,PA,Pittsburgh,Westmoreland,Monessen,9280,686,0.002923977,-0.021398003,-0.11483871,3791
8/31/2017,11596,NY,New York,Nassau,Williston Park,9281,3194,0.01139962,0.031320633,0.02470324,3367
8/31/2017,30566,GA,Gainesville,Hall,Oakwood,9282,1195,0.011854361,0.028399312,0.056587091,2618
8/31/2017,79103,TX,Amarillo,Potter,Amarillo,9283,931,-0.001072961,-0.012725345,-0.053861789,3318
8/31/2017,1151,MA,Springfield,Hampden,Springfield,9284,1282,-0.01156515,-0.019877676,0.021513944,2183
8/31/2017,32110,FL,Daytona Beach,Flagler,Bunnell,9285,1136,-0.000879507,-0.000879507,0.067669173,1628
8/31/2017,94930,CA,San Francisco,Marin,Fairfax,9286,3765,0.006684492,0.023375917,0.053736356,3121
8/31/2017,75949,TX,Lufkin,Angelina,Huntington,9287,1155,-0.019524618,-0.003451251,0.151545364,1295
8/31/2017,29330,SC,Spartanburg,Spartanburg,Cowpens,9288,969,0.00310559,0.023231257,0.033049041,2359
8/31/2017,99026,WA,Spokane,Stevens,Nine Mile Falls,9289,1520,0.00462657,0.012658228,0.070422535,3767
8/31/2017,75783,TX,,Wood,Quitman,9290,1264,0.001584786,0.006369427,0.000791766,898
8/31/2017,55810,MN,Duluth,Saint Louis,Proctor,9291,1172,0.01384083,0.028972783,0.026269702,3797
8/31/2017,72173,AR,Little Rock,Faulkner,Vilonia,9292,959,0.007352941,-0.002081165,-0.034239678,3012
8/31/2017,64123,MO,Kansas City,Jackson,Kansas City,9293,700,-0.001426534,-0.012693935,-0.038461538,3505
8/31/2017,31643,GA,Valdosta,Brooks,Quitman,9294,866,0.002314815,0.003476246,-0.012542759,2525
8/31/2017,75765,TX,,Wood,Hawkins,9295,1323,0.00075643,0.004555809,-0.019273536,1602
8/31/2017,46406,IN,Chicago,Lake,Gary,9296,762,0.005277045,0.011952191,0.020080321,4246
8/31/2017,54001,WI,,Polk,Amery,9297,1117,0.00540054,-0.007111111,0.016378526,3020
8/31/2017,5404,VT,Burlington,Chittenden,Winooski,9298,1705,0.004122497,0.018518519,-0.078378378,1917
8/31/2017,49306,MI,Grand Rapids,Kent,Belmont,9299,1641,0,0.028840125,0.112542373,3199
8/31/2017,34434,FL,Ocala,Marion,Dunnellon,9300,1004,0,0.009045226,-0.002979146,3997
8/31/2017,3825,NH,Boston,Strafford,Barrington,9301,1969,0.019151139,0.053504548,0.025520833,3151
8/31/2017,19945,DE,Salisbury,Sussex,Frankford,9302,1366,-0.017972682,-0.010861694,-0.042075736,2306
8/31/2017,10604,NY,New York,Westchester,White Plains,9303,3309,-0.003913305,-0.021874076,-0.006306306,2621
8/31/2017,2191,MA,Boston,Norfolk,Weymouth,9304,2229,-0.001344086,0.005866426,0.005866426,3342
8/31/2017,13365,NY,Utica,Herkimer,Town of Little Falls,9305,1126,-0.00177305,-0.025108225,-0.104928458,2740
8/31/2017,2660,MA,Cape Cod,Barnstable,Dennis,9306,1762,0.005707763,0.005707763,-0.004519774,4571
8/31/2017,21713,MD,Hagerstown,Washington,Boonsboro,9307,1318,-0.01641791,-0.035139092,0.027279813,3906
8/31/2017,78061,TX,,Frio,Pearsall,9308,1136,-0.000879507,0.000881057,-0.018998273,2031
8/31/2017,56353,MN,Minneapolis-St Paul,Mille Lacs,Milaca,9309,1247,0.002411576,-0.0024,-0.017336485,2653
8/31/2017,80421,CO,Denver,Park,Bailey,9310,1843,0.004359673,0.021052632,0.054347826,4132
8/31/2017,28785,NC,Asheville,Haywood,Waynesville,9311,1260,-0.008654603,-0.024012393,0.004784689,3639
8/31/2017,15683,PA,Pittsburgh,Westmoreland,Scottdale,9312,832,0.010935601,0.017114914,-0.050228311,2907
8/31/2017,87901,NM,,Sierra,Truth or Consequences,9313,834,-0.007142857,-0.011848341,-0.011848341,1718
8/31/2017,60442,IL,Chicago,Will,Manhattan,9314,1596,-0.003123048,-0.001876173,-0.020257827,4951
8/31/2017,65622,MO,Springfield,Dallas,Buffalo,9315,750,0,0.002673797,0,2475
8/31/2017,45764,OH,Athens,Athens,Nelsonville,9316,868,0.023584906,0.143610013,-0.079533404,1419
8/31/2017,46327,IN,Chicago,Lake,Hammond,9317,976,0.017726799,0.04496788,0.090502793,3805
8/31/2017,1862,MA,Boston,Middlesex,Billerica,9318,2351,0,0.002558635,0.007283633,2972
8/31/2017,48359,MI,Detroit,Oakland,Orion,9319,1551,0,-0.003853565,-0.009578544,2791
8/31/2017,16415,PA,Erie,Erie,Fairview,9320,1261,-0.019440124,-0.076190476,-0.159893404,3319
8/31/2017,55424,MN,Minneapolis-St Paul,Hennepin,Edina,9321,3506,0.002860412,-0.001139601,0.036664695,3526
8/31/2017,68410,NE,,Otoe,Nebraska City,9322,1088,0.006475486,0.008341057,0.008341057,2516
8/31/2017,98580,WA,Seattle,Pierce,Roy,9323,1728,0.000579039,0.000579039,0.060122699,2624
8/31/2017,32340,FL,,Madison,Madison,9324,942,0.001062699,0.003194888,-0.042682927,2255
8/31/2017,25303,WV,Charleston,Kanawha,South Charleston,9325,942,-0.007376185,-0.010504202,0.096623981,3580
8/31/2017,30553,GA,,Franklin,Lavonia,9326,1115,0.00631769,0.009963768,0.046948357,2428
8/31/2017,15042,PA,Pittsburgh,Beaver,New Sewickley Township,9327,1216,-0.016976556,-0.020145044,-0.022508039,3221
8/31/2017,46507,IN,Elkhart,Elkhart,Bristol,9328,1354,-0.006603081,0.024981075,0.051242236,2832
8/31/2017,7512,NJ,New York,Passaic,Totowa,9329,2089,0.015063168,0.009178744,0.005293551,3553
8/31/2017,78942,TX,,Lee,Giddings,9330,1234,0.006525285,0.01563786,0.007346939,1778
8/31/2017,23230,VA,Richmond,Henrico,Henrico,9331,1275,-0.002347418,0.002358491,0.0111023,2370
8/31/2017,33449,FL,Miami-Fort Lauderdale,Palm Beach,Wellington,9332,2710,-0.002943341,-0.019891501,0.001108238,4322
8/31/2017,48657,MI,Midland,Midland,Sanford,9333,979,0.015560166,0.040382572,-0.129777778,3358
8/31/2017,60083,IL,Chicago,Lake,Wadsworth,9334,1837,0.005473454,0.03144301,0.027979855,3741
8/31/2017,18088,PA,Allentown,Northampton,Lehigh Township,9335,1416,0.002832861,0.002123142,0.020908435,2819
8/31/2017,66607,KS,Topeka,Shawnee,Topeka,9336,579,0.001730104,-0.003442341,0.015789474,3008
8/31/2017,73134,OK,Oklahoma City,Oklahoma,Oklahoma City,9337,872,0.016317016,0.010428737,-0.105641026,772
8/31/2017,7849,NJ,New York,Morris,Jefferson Township,9338,2149,-0.001394052,-0.0073903,-0.023181818,3704
8/31/2017,23314,VA,Virginia Beach,Isle of Wight,Carrollton,9339,1594,0.005678233,0.002515723,-0.019680197,3634
8/31/2017,92254,CA,Riverside,Riverside,Mecca,9340,1295,0.023715415,0.054560261,0.043513296,850
8/31/2017,21032,MD,Baltimore,Anne Arundel,Crownsville,9341,2133,-0.000936768,0.002349624,-0.003271028,4392
8/31/2017,8833,NJ,New York,Hunterdon,Clinton Township,9342,2528,0.009181637,0.030574806,0.041186161,3324
8/31/2017,85935,AZ,Show Low,Navajo,Pinetop,9343,1254,-0.006339144,-0.036866359,-0.069042316,5037
8/31/2017,31052,GA,Macon,Bibb,Lizella,9344,1163,-0.005132592,-0.003427592,0.019281332,2652
8/31/2017,7876,NJ,New York,Morris,Succasunna,9345,2415,0.003740648,0.005412157,0.013853904,3680
8/31/2017,87740,NM,,Colfax,Raton,9346,942,-0.00422833,-0.001060445,-0.035823951,2659
8/31/2017,22932,VA,Charlottesville,Albemarle,Crozet,9347,1766,0.012614679,0.03760282,0.023174971,3328
8/31/2017,98620,WA,,Klickitat,Goldendale,9348,1262,0,-0.002371542,0.030204082,3192
8/31/2017,74851,OK,Shawnee,Pottawatomie,McLoud,9349,897,-0.033405172,-0.059748428,-0.083758938,3139
8/31/2017,1607,MA,Worcester,Worcester,Worcester,9350,1281,0.007867821,-0.005434783,-0.024371668,2079
8/31/2017,45660,OH,,Adams,Peebles,9351,921,0.005458515,0.019933555,-0.010741139,1336
8/31/2017,18801,PA,,Susquehanna,Montrose,9352,1115,-0.000896057,-0.007123776,-0.037132988,844
8/31/2017,66111,KS,Kansas City,Wyandotte,Kansas City,9353,1061,0,0.029097963,0.076064909,2778
8/31/2017,15332,PA,Pittsburgh,Washington,Gastonville,9354,1167,-0.002564103,-0.013524937,-0.036333609,3261
8/31/2017,48229,MI,Detroit,Wayne,Ecorse,9355,757,0.005312085,0.009333333,-0.001319261,4390
8/31/2017,94515,CA,Napa,Napa,Calistoga,9356,3071,0.013531353,0.041369956,0.011528327,1339
8/31/2017,53555,WI,Madison,Columbia,Lodi,9357,1507,-0.009855453,-0.023331173,-0.035211268,3547
8/31/2017,81657,CO,Edwards,Eagle,Vail,9358,3547,-0.019894999,-0.104292929,-0.115902293,7950
8/31/2017,36874,AL,Auburn,Lee,Salem,9359,1137,-0.001755926,0.008873114,-0.04614094,2148
8/31/2017,18328,PA,New York,Pike,Delaware,9360,1302,0.01244168,0.042433947,0.064595258,3610
8/31/2017,3276,NH,Laconia,Belknap,Tilton,9361,1343,-0.002969562,0.035466461,0.05086072,3113
8/31/2017,28204,NC,Charlotte,Mecklenburg,Charlotte,9362,1494,-0.001336898,-0.003335557,0.035343035,2310
8/31/2017,73078,OK,Oklahoma City,Canadian,Piedmont,9363,1349,-0.001480385,-0.016046681,-0.065789474,3327
8/31/2017,54495,WI,Wisconsin Rapids-Marshfield,Wood,Wisconsin Rapids,9364,840,-0.010600707,-0.008264463,0.061946903,2086
8/31/2017,93250,CA,Bakersfield,Kern,Mc Farland,9365,1133,0,-0.004393673,0.013416816,2474
8/31/2017,19079,PA,Philadelphia,Delaware,Sharon Hill,9366,1197,0.00167364,0.004194631,0.006728343,3097
8/31/2017,98922,WA,Ellensburg,Kittitas,Cle Elum,9367,1478,0.011635866,-0.002699055,0.089167281,5159
8/31/2017,63120,MO,St. Louis,Saint Louis City,Saint Louis,9368,701,0.010086455,0.032400589,0.018895349,3901
8/31/2017,98239,WA,Oak Harbor,Island,Coupeville,9369,1608,0.011320755,0.027476038,0.067729084,4009
8/31/2017,7981,NJ,New York,Morris,Hanover,9370,2719,0.016068759,0.033840304,-0.005850091,3547
8/31/2017,98563,WA,Aberdeen,Grays Harbor,Montesano,9371,1061,0.005687204,0.008555133,-0.004690432,2875
8/31/2017,97009,OR,Portland,Clackamas,Boring,9372,2091,-0.005233111,-0.004759638,0.025,2729
8/31/2017,10510,NY,New York,Westchester,Briarcliff Manor,9373,3977,0,-0.014374226,-0.062249469,3224
8/31/2017,95713,CA,Sacramento,Placer,Colfax,9374,1820,0.008310249,0.034090909,0.078199052,3275
8/31/2017,10989,NY,New York,Rockland,Clarkstown,9375,2578,0.012171182,0.032852564,0.032852564,3248
8/31/2017,7642,NJ,New York,Bergen,Hillsdale,9376,2742,0.013303769,0.014053254,-0.029380531,3406
8/31/2017,29927,SC,Hilton Head Island,Jasper,Hardeeville,9377,1225,0.007401316,0.013234078,-0.028548771,1628
8/31/2017,42167,KY,,Monroe,Tompkinsville,9378,838,-0.001191895,0.001194743,0.059418458,1070
8/31/2017,72176,AR,Little Rock,Lonoke,Ward,9379,896,-0.008849558,-0.032397408,-0.03655914,2691
8/31/2017,7075,NJ,New York,Bergen,Wood Ridge,9380,2152,0.001395998,0.001395998,-0.081911263,2687
8/31/2017,70420,LA,New Orleans,Saint Tammany,Abita Springs,9381,1431,-0.002787456,-0.003481894,-0.019863014,3264
8/31/2017,47394,IN,,Randolph,Winchester,9382,742,0.00952381,0.033426184,0.005420054,3161
8/31/2017,49913,MI,Houghton,Houghton,Calumet Township,9383,807,0.006234414,0.01509434,0.010012516,4098
8/31/2017,10553,NY,New York,Westchester,Mount Vernon,9384,2479,-0.006412826,-0.021318595,-0.028985507,1963
8/31/2017,70392,LA,Morgan City,Saint Mary,Patterson,9385,1084,0.014981273,0.040307102,-0.14036479,1265
8/31/2017,17020,PA,Harrisburg,Perry,Penn Township,9386,1182,-0.001689189,-0.005050505,-0.030352748,2656
8/31/2017,15204,PA,Pittsburgh,Allegheny,Pittsburgh,9387,883,0.014942529,0.035169988,0.012614679,3534
